-7.805813747880098e-06,-1.7136049759125998e-06,2.1310743909174643e-07,5.131898538100228e-07,2.0140342502610014e-06,2.0032816423324097e-06
-7.048042577597539e-06,-2.899699916516901e-06,2.1275382292673291e-07,5.291774688558715e-07,2.014158699349188e-06,2.021493406035027e-06
-7.828841242929955e-06,-1.461552884343192e-06,2.1312708269186636e-07,5.390240431249684e-07,2.0140760666743527e-06,2.0583826024048918e-06
-7.023618352194501e-06,2.335811453016176e-06,2.1273374767238625e-07,5.397783450475015e-07,2.0142098697661195e-06,2.069272323578024e-06
-7.845832344806118e-06,-1.0615536576345237e-06,2.1314507403596213e-07,5.316641772482238e-07,2.0141172975193916e-06,2.0597617440172086e-06
-7.0060731934907135e-06,-4.89064894764829e-06,2.1271775384006982e-07,5.361752040530805e-07,2.0142543564025155e-06,2.0671083288480496e-06
-7.856609957147473e-06,-1.3404758822938202e-05,2.1316108183450773e-07,5.343306166548084e-07,2.014155063160257e-06,2.063170063233801e-06
-6.995770565905513e-06,-1.3758103424770487e-05,2.1270613465521798e-07,5.311693076708904e-07,2.0142896823561515e-06,2.0634419796209238e-06
-7.86108627326186e-06,-2.154622110519709e-05,2.1317471809466177e-07,5.30695497789922e-07,2.014186691265301e-06,2.065179863872466e-06
-6.992924250020403e-06,-1.4437420829711333e-05,2.126990784342469e-07,5.273034378157721e-07,2.014314089190841e-06,2.062190801338329e-06
