5.477587371810959e-05,3.415136757319958e-05
-4.928681553464312e-06,-5.1631659180270766e-05
-6.15244697100236e-05,-7.828539232752119e-05
-7.930968559810061e-05,-1.528550423088687e-05
-4.706480667638002e-05,6.521950189782509e-05
1.4869723447191008e-05,7.103402945049999e-05
6.742452575218475e-05,-4.500676832640975e-06
7.744689799449641e-05,-7.488092536003433e-05
3.861423146787198e-05,-5.950618424927051e-05
-2.4577314331917695e-05,2.4015878315872133e-05
-7.226534852019883e-05,8.003427850066624e-05
-7.436718676295757e-05,4.439600016486444e-05
-2.955671275645783e-05,-4.208512042786764e-05
3.3898931141417795e-05,-8.036934617641322e-05
7.597076944586394e-05,-2.6613160763609447e-05
7.011897719302562e-05,5.762067101075574e-05
2.003477217078206e-05,7.58660701767038e-05
-4.268794811435411e-05,7.228271504623301e-06
-7.848255995190702e-05,-6.968730834986865e-05
-6.476906294853399e-05,-6.679555834929491e-05
-1.0198014946284888e-05,1.259173812019067e-05
5.080631858791879e-05,7.755869587152264e-05
7.9761336742286e-05,5.3703876828382495e-05
5.840161569415331e-05,-3.165375590968047e-05
2.010949177953904e-07,-8.076097627838273e-05
-5.812645117207785e-05,-3.737908354089617e-05
-7.97870230759357e-05,4.8810329632207965e-05
-5.111668190047882e-05,7.91013713490228e-05
9.798975163866754e-06,1.8803764409783667e-05
6.453341982206241e-05,-6.302870607229417e-05
7.855926167746596e-05,-7.267959748895714e-05
4.302869470177281e-05,9.039862927663705e-07
-1.9645146261835518e-05,7.345281614665086e-05
-6.992666108799542e-05,6.188205527765367e-05
-7.609743902199579e-05,-2.055781791021597e-05
-3.4264762411646866e-05,-7.945502222779495e-05
2.9182739619683627e-05,-4.7358587527431975e-05
7.422143545199328e-05,3.897460157499579e-05
7.244016582988252e-05,8.06737864645797e-05
2.4962502459308002e-05,2.9983349193110155e-05
-3.8261987063634046e-05,-5.504548267539381e-05
-7.735034542244473e-05,-7.703545156349918e-05
-6.764497657693403e-05,-1.0802258256332089e-05
-1.5268077376011126e-05,6.780279940259483e-05
4.674028470348967e-05,6.875885196838707e-05
7.92642739999417e-05,-9.029954666677133e-06
6.178717591813498e-05,-7.647832229331719e-05
5.3337099771760045e-06,-5.6342015755943185e-05
-5.448445864349286e-05,2.831929867071107e-05
-7.993306187354745e-05,8.05494514404777e-05
-5.495863919475907e-05,4.0532271179218964e-05
4.6846413655830314e-06,-4.590434648832938e-05
