150000000000+0i,-0.0001151074395557927-1.53785811188392e-07i,-0.003275679555237183-1.05164765003814e-05i
151000000000+0i,-0.0001158748224861647-1.54811049929648e-07i,-0.003297517418938765-1.058658634371728e-05i
152000000000+0i,-0.0001166422054165366-1.558362886709039e-07i,-0.003319355282640346-1.065669618705316e-05i
153000000000+0i,-0.0001174095883469086-1.568615274121599e-07i,-0.003341193146341927-1.072680603038903e-05i
154000000000+0i,-0.0001181769712772806-1.578867661534158e-07i,-0.003363031010043508-1.079691587372491e-05i
155000000000+0i,-0.0001189443542076525-1.589120048946717e-07i,-0.003384868873745089-1.086702571706078e-05i
156000000000+0i,-0.0001197117371380244-1.599372436359277e-07i,-0.00340670673744667-1.093713556039666e-05i
157000000000+0i,-0.0001204791200683964-1.609624823771837e-07i,-0.003428544601148252-1.100724540373254e-05i
158000000000+0i,-0.0001212465029987684-1.619877211184396e-07i,-0.003450382464849833-1.107735524706841e-05i
159000000000+0i,-0.0001220138859291403-1.630129598596955e-07i,-0.003472220328551414-1.114746509040429e-05i
160000000000+0i,-0.0001227812688595123-1.640381986009515e-07i,-0.003494058192252996-1.121757493374017e-05i
161000000000+0i,-0.0001235486517898842-1.650634373422075e-07i,-0.003515896055954577-1.128768477707604e-05i
162000000000+0i,-0.0001243160347202562-1.660886760834634e-07i,-0.003537733919656158-1.135779462041192e-05i
163000000000+0i,-0.0001250834176506281-1.671139148247193e-07i,-0.003559571783357739-1.142790446374779e-05i
164000000000+0i,-0.0001258508005810001-1.681391535659753e-07i,-0.00358140964705932-1.149801430708367e-05i
165000000000+0i,-0.000126618183511372-1.691643923072312e-07i,-0.003603247510760901-1.156812415041955e-05i
166000000000+0i,-0.0001273855664417439-1.701896310484872e-07i,-0.003625085374462483-1.163823399375542e-05i
167000000000+0i,-0.0001281529493721159-1.712148697897431e-07i,-0.003646923238164064-1.17083438370913e-05i
168000000000+0i,-0.0001289203323024879-1.722401085309991e-07i,-0.003668761101865645-1.177845368042717e-05i
169000000000+0i,-0.0001296877152328598-1.73265347272255e-07i,-0.003690598965567226-1.184856352376305e-05i
170000000000+0i,-0.0001304550981632318-1.74290586013511e-07i,-0.003712436829268808-1.191867336709893e-05i
171000000000+0i,-0.0001312224810936037-1.753158247547669e-07i,-0.003734274692970389-1.19887832104348e-05i
172000000000+0i,-0.0001319898640239757-1.763410634960229e-07i,-0.00375611255667197-1.205889305377068e-05i
173000000000+0i,-0.0001327572469543476-1.773663022372788e-07i,-0.003777950420373551-1.212900289710655e-05i
174000000000+0i,-0.0001335246298847196-1.783915409785347e-07i,-0.003799788284075132-1.219911274044243e-05i
175000000000+0i,-0.0001342920128150916-1.794167797197907e-07i,-0.003821626147776714-1.226922258377831e-05i
176000000000+0i,-0.0001350593957454635-1.804420184610467e-07i,-0.003843464011478295-1.233933242711418e-05i
177000000000+0i,-0.0001358267786758355-1.814672572023026e-07i,-0.003865301875179876-1.240944227045006e-05i
178000000000+0i,-0.0001365941616062074-1.824924959435585e-07i,-0.003887139738881457-1.247955211378593e-05i
179000000000+0i,-0.0001373615445365793-1.835177346848145e-07i,-0.003908977602583038-1.254966195712181e-05i
180000000000+0i,-0.0001381289274669513-1.845429734260704e-07i,-0.00393081546628462-1.261977180045769e-05i
181000000000+0i,-0.0001388963103973232-1.855682121673264e-07i,-0.0039526533299862-1.268988164379356e-05i
182000000000+0i,-0.0001396636933276952-1.865934509085824e-07i,-0.003974491193687782-1.275999148712944e-05i
183000000000+0i,-0.0001404310762580671-1.876186896498382e-07i,-0.003996329057389363-1.283010133046531e-05i
184000000000+0i,-0.0001411984591884391-1.886439283910942e-07i,-0.004018166921090945-1.290021117380119e-05i
185000000000+0i,-0.000141965842118811-1.896691671323502e-07i,-0.004040004784792526-1.297032101713707e-05i
186000000000+0i,-0.000142733225049183-1.906944058736061e-07i,-0.004061842648494107-1.304043086047294e-05i
187000000000+0i,-0.0001435006079795549-1.91719644614862e-07i,-0.004083680512195688-1.311054070380882e-05i
188000000000+0i,-0.0001442679909099269-1.92744883356118e-07i,-0.00410551837589727-1.318065054714469e-05i
189000000000+0i,-0.0001450353738402989-1.93770122097374e-07i,-0.004127356239598852-1.325076039048057e-05i
190000000000+0i,-0.0001458027567706708-1.947953608386299e-07i,-0.004149194103300432-1.332087023381645e-05i
191000000000+0i,-0.0001465701397010428-1.958205995798858e-07i,-0.004171031967002013-1.339098007715232e-05i
192000000000+0i,-0.0001473375226314147-1.968458383211418e-07i,-0.004192869830703595-1.34610899204882e-05i
193000000000+0i,-0.0001481049055617867-1.978710770623977e-07i,-0.004214707694405176-1.353119976382408e-05i
194000000000+0i,-0.0001488722884921586-1.988963158036537e-07i,-0.004236545558106757-1.360130960715995e-05i
195000000000+0i,-0.0001496396714225306-1.999215545449096e-07i,-0.004258383421808338-1.367141945049583e-05i
196000000000+0i,-0.0001504070543529025-2.009467932861656e-07i,-0.004280221285509919-1.37415292938317e-05i
197000000000+0i,-0.0001511744372832745-2.019720320274216e-07i,-0.0043020591492115-1.381163913716758e-05i
198000000000+0i,-0.0001519418202136464-2.029972707686775e-07i,-0.004323897012913082-1.388174898050345e-05i
199000000000+0i,-0.0001527092031440184-2.040225095099334e-07i,-0.004345734876614663-1.395185882383933e-05i
200000000000+0i,-0.0001534765860743903-2.050477482511894e-07i,-0.004367572740316244-1.402196866717521e-05i
201000000000+0i,-0.0001542439690047623-2.060729869924453e-07i,-0.004389410604017826-1.409207851051108e-05i
202000000000+0i,-0.0001550113519351342-2.070982257337013e-07i,-0.004411248467719406-1.416218835384696e-05i
203000000000+0i,-0.0001557787348655062-2.081234644749572e-07i,-0.004433086331420988-1.423229819718283e-05i
204000000000+0i,-0.0001565461177958781-2.091487032162132e-07i,-0.00445492419512257-1.430240804051871e-05i
205000000000+0i,-0.0001573135007262501-2.101739419574691e-07i,-0.00447676205882415-1.437251788385459e-05i
206000000000+0i,-0.0001580808836566221-2.111991806987251e-07i,-0.004498599922525732-1.444262772719047e-05i
207000000000+0i,-0.000158848266586994-2.12224419439981e-07i,-0.004520437786227313-1.451273757052634e-05i
208000000000+0i,-0.0001596156495173659-2.132496581812369e-07i,-0.004542275649928894-1.458284741386221e-05i
209000000000+0i,-0.0001603830324477379-2.142748969224929e-07i,-0.004564113513630475-1.465295725719809e-05i
210000000000+0i,-0.0001611504153781099-2.153001356637489e-07i,-0.004585951377332057-1.472306710053397e-05i
211000000000+0i,-0.0001619177983084818-2.163253744050048e-07i,-0.004607789241033637-1.479317694386984e-05i
212000000000+0i,-0.0001626851812388538-2.173506131462608e-07i,-0.00462962710473522-1.486328678720572e-05i
213000000000+0i,-0.0001634525641692257-2.183758518875167e-07i,-0.0046514649684368-1.493339663054159e-05i
214000000000+0i,-0.0001642199470995977-2.194010906287726e-07i,-0.004673302832138381-1.500350647387747e-05i
215000000000+0i,-0.0001649873300299696-2.204263293700285e-07i,-0.004695140695839962-1.507361631721335e-05i
216000000000+0i,-0.0001657547129603415-2.214515681112845e-07i,-0.004716978559541544-1.514372616054922e-05i
217000000000+0i,-0.0001665220958907135-2.224768068525405e-07i,-0.004738816423243124-1.52138360038851e-05i
218000000000+0i,-0.0001672894788210855-2.235020455937964e-07i,-0.004760654286944706-1.528394584722098e-05i
219000000000+0i,-0.0001680568617514574-2.245272843350523e-07i,-0.004782492150646287-1.535405569055685e-05i
220000000000+0i,-0.0001688242446818294-2.255525230763083e-07i,-0.004804330014347868-1.542416553389273e-05i
221000000000+0i,-0.0001695916276122013-2.265777618175643e-07i,-0.00482616787804945-1.54942753772286e-05i
222000000000+0i,-0.0001703590105425732-2.276030005588202e-07i,-0.004848005741751031-1.556438522056448e-05i
223000000000+0i,-0.0001711263934729452-2.286282393000761e-07i,-0.004869843605452611-1.563449506390036e-05i
224000000000+0i,-0.0001718937764033171-2.29653478041332e-07i,-0.004891681469154192-1.570460490723623e-05i
225000000000+0i,-0.0001726611593336892-2.306787167825881e-07i,-0.004913519332855775-1.577471475057211e-05i
226000000000+0i,-0.0001734285422640611-2.31703955523844e-07i,-0.004935357196557357-1.584482459390799e-05i
227000000000+0i,-0.0001741959251944331-2.327291942651e-07i,-0.004957195060258939-1.591493443724386e-05i
228000000000+0i,-0.000174963308124805-2.337544330063559e-07i,-0.004979032923960518-1.598504428057973e-05i
229000000000+0i,-0.0001757306910551769-2.347796717476118e-07i,-0.005000870787662099-1.605515412391561e-05i
230000000000+0i,-0.0001764980739855489-2.358049104888678e-07i,-0.005022708651363681-1.612526396725148e-05i
231000000000+0i,-0.0001772654569159208-2.368301492301237e-07i,-0.005044546515065263-1.619537381058736e-05i
232000000000+0i,-0.0001780328398462928-2.378553879713797e-07i,-0.005066384378766844-1.626548365392324e-05i
233000000000+0i,-0.0001788002227766647-2.388806267126356e-07i,-0.005088222242468425-1.633559349725912e-05i
234000000000+0i,-0.0001795676057070367-2.399058654538916e-07i,-0.005110060106170006-1.640570334059499e-05i
235000000000+0i,-0.0001803349886374086-2.409311041951475e-07i,-0.005131897969871587-1.647581318393087e-05i
236000000000+0i,-0.0001811023715677805-2.419563429364034e-07i,-0.005153735833573168-1.654592302726674e-05i
237000000000+0i,-0.0001818697544981525-2.429815816776593e-07i,-0.005175573697274748-1.661603287060262e-05i
238000000000+0i,-0.0001826371374285245-2.440068204189154e-07i,-0.00519741156097633-1.66861427139385e-05i
239000000000+0i,-0.0001834045203588965-2.450320591601714e-07i,-0.005219249424677912-1.675625255727437e-05i
240000000000+0i,-0.0001841719032892684-2.460572979014272e-07i,-0.005241087288379493-1.682636240061025e-05i
241000000000+0i,-0.0001849392862196403-2.470825366426832e-07i,-0.005262925152081073-1.689647224394612e-05i
242000000000+0i,-0.0001857066691500123-2.481077753839392e-07i,-0.005284763015782657-1.6966582087282e-05i
243000000000+0i,-0.0001864740520803843-2.491330141251951e-07i,-0.005306600879484237-1.703669193061787e-05i
244000000000+0i,-0.0001872414350107562-2.50158252866451e-07i,-0.005328438743185817-1.710680177395375e-05i
245000000000+0i,-0.0001880088179411282-2.51183491607707e-07i,-0.005350276606887399-1.717691161728963e-05i
246000000000+0i,-0.0001887762008715001-2.52208730348963e-07i,-0.005372114470588981-1.724702146062551e-05i
247000000000+0i,-0.0001895435838018721-2.532339690902189e-07i,-0.005393952334290562-1.731713130396138e-05i
248000000000+0i,-0.000190310966732244-2.542592078314748e-07i,-0.005415790197992143-1.738724114729726e-05i
249000000000+0i,-0.000191078349662616-2.552844465727308e-07i,-0.005437628061693725-1.745735099063314e-05i
250000000000+0i,-0.0001918457325929879-2.563096853139867e-07i,-0.005459465925395305-1.752746083396901e-05i
251000000000+0i,-0.0001926131155233598-2.573349240552426e-07i,-0.005481303789096885-1.759757067730488e-05i
252000000000+0i,-0.0001933804984537318-2.583601627964986e-07i,-0.005503141652798467-1.766768052064076e-05i
253000000000+0i,-0.0001941478813841038-2.593854015377546e-07i,-0.00552497951650005-1.773779036397664e-05i
254000000000+0i,-0.0001949152643144757-2.604106402790105e-07i,-0.00554681738020163-1.780790020731251e-05i
255000000000+0i,-0.0001956826472448477-2.614358790202665e-07i,-0.005568655243903211-1.787801005064839e-05i
256000000000+0i,-0.0001964500301752196-2.624611177615224e-07i,-0.005590493107604792-1.794811989398427e-05i
257000000000+0i,-0.0001972174131055916-2.634863565027784e-07i,-0.005612330971306374-1.801822973732014e-05i
258000000000+0i,-0.0001979847960359635-2.645115952440342e-07i,-0.005634168835007954-1.808833958065601e-05i
259000000000+0i,-0.0001987521789663355-2.655368339852902e-07i,-0.005656006698709535-1.815844942399189e-05i
260000000000+0i,-0.0001995195618967074-2.665620727265461e-07i,-0.005677844562411116-1.822855926732777e-05i
261000000000+0i,-0.0002002869448270794-2.675873114678022e-07i,-0.005699682426112699-1.829866911066365e-05i
262000000000+0i,-0.0002010543277574513-2.686125502090581e-07i,-0.005721520289814279-1.836877895399952e-05i
263000000000+0i,-0.0002018217106878233-2.696377889503141e-07i,-0.00574335815351586-1.843888879733539e-05i
264000000000+0i,-0.0002025890936181953-2.7066302769157e-07i,-0.005765196017217442-1.850899864067127e-05i
265000000000+0i,-0.0002033564765485672-2.71688266432826e-07i,-0.005787033880919023-1.857910848400715e-05i
266000000000+0i,-0.0002041238594789391-2.727135051740819e-07i,-0.005808871744620603-1.864921832734302e-05i
267000000000+0i,-0.0002048912424093111-2.737387439153378e-07i,-0.005830709608322186-1.87193281706789e-05i
268000000000+0i,-0.0002056586253396831-2.747639826565938e-07i,-0.005852547472023767-1.878943801401478e-05i
269000000000+0i,-0.000206426008270055-2.757892213978497e-07i,-0.005874385335725349-1.885954785735066e-05i
270000000000+0i,-0.0002071933912004269-2.768144601391057e-07i,-0.00589622319942693-1.892965770068653e-05i
